Airline,Booking_Date,Departure_Date,Days_to_Departure,Source,Destination,Duration,Class,Price
Garuda Indonesia,2023-07-22,2023-10-06,76.0,Surabaya,Makassar,1.7,Economy,1164.4457999951817
Batik Air,2023-07-21,2023-09-21,62.0,Surabaya,Yogyakarta,1.1,Economy,990.7338023181525
Lion Air,2024-03-27,2024-05-22,56.0,Yogyakarta,Balikpapan,,Economy,1419.6089656625845
Batik Air,2024-07-30,2024-09-03,35.0,Denpasar,Medan,4.3,Economy,823.8566274126448
Sriwijaya Air,2024-10-20,2025-01-07,79.0,Denpasar,Makassar,1.3,Economy,1244.9488082292182
Sriwijaya Air,2023-04-20,2023-05-23,33.0,Denpasar,Jakarta,2.0,Economy,921.6442014980933
Sriwijaya Air,2024-04-03,2024-06-11,69.0,Medan,Surabaya,3.5,Economy,786.9720026093668
Garuda Indonesia,2023-09-02,2023-11-02,61.0,Denpasar,Yogyakarta,1.4,Business,1584.576501747897
Lion Air,2023-12-27,2024-03-12,76.0,Denpasar,Yogyakarta,1.3,Economy,547.9046062993941
Sriwijaya Air,2023-04-27,2023-06-07,41.0,Balikpapan,Denpasar,1.3,Economy,1876.0417625166456
Garuda Indonesia,2024-04-30,2024-07-18,79.0,Balikpapan,Makassar,1.2,Economy,1343.3438419587642
Lion Air,2024-07-02,2024-08-18,47.0,Makassar,Jakarta,2.4,Economy,941.5109812566529
Lion Air,2024-05-19,2024-06-17,29.0,Jakarta,Surabaya,1.5,Economy,1590.845498838199
Lion Air,2023-12-08,2024-02-04,58.0,Makassar,Surabaya,1.5,Economy,1669.09960737159
Sriwijaya Air,2024-06-14,2024-08-21,68.0,Jakarta,Surabaya,1.5,Economy,1076.2623249051935
AirAsia,2023-08-25,2023-09-05,11.0,Jakarta,Surabaya,1.5,Economy,1183.532901548208
Citilink,2023-03-01,2023-05-26,86.0,Surabaya,Makassar,1.6,Economy,439.9819673051802
Sriwijaya Air,2024-02-09,2024-03-22,42.0,Denpasar,Makassar,1.3,Economy,702.5530540958952
Sriwijaya Air,2024-06-21,2024-09-05,76.0,Surabaya,Makassar,1.6,Economy,955.5262405827535
Lion Air,2023-09-10,2023-09-21,11.0,Jakarta,Makassar,2.5,Economy,1714.7333607977437
AirAsia,2024-09-06,2024-11-10,65.0,Denpasar,Jakarta,1.8,Economy,931.5802121621299
Batik Air,2023-10-14,2023-11-07,24.0,Makassar,Surabaya,1.4,Economy,2275.301435651645
AirAsia,2023-08-01,2023-08-23,22.0,Medan,Balikpapan,3.3,Economy,1607.792315158706
Garuda Indonesia,2024-08-20,2024-10-22,63.0,Yogyakarta,Balikpapan,2.3,Business,1519.8718617016143
Batik Air,2024-12-09,2024-12-12,3.0,Medan,Makassar,3.9,Economy,1764.4644529840853
Batik Air,2023-04-04,2023-06-30,87.0,Makassar,Balikpapan,1.0,Economy,820.4036430727604
Sriwijaya Air,2023-11-02,2024-01-12,71.0,Jakarta,Balikpapan,2.1,Economy,949.8543337616659
Citilink,2023-03-24,2023-03-25,1.0,Yogyakarta,Medan,3.9,Economy,2243.796744695868
Lion Air,2023-05-25,2023-07-10,46.0,Denpasar,Balikpapan,1.3,Economy,1449.5937284962804
Garuda Indonesia,2024-12-15,2024-12-20,5.0,Yogyakarta,Jakarta,1.1,Business,4873.183841219948
Sriwijaya Air,2023-03-27,2023-06-19,84.0,Balikpapan,Medan,3.4,Economy,1696.5446691286909
AirAsia,2024-10-16,2024-11-03,18.0,Jakarta,Surabaya,1.6,Economy,1867.564061505847
Sriwijaya Air,2024-01-25,2024-03-11,46.0,Medan,Surabaya,3.6,Economy,1121.144907947319
Batik Air,2023-05-12,2023-07-16,65.0,Yogyakarta,Balikpapan,2.3,Economy,1377.8020489704904
Garuda Indonesia,2023-12-17,2024-01-08,22.0,Jakarta,Makassar,2.5,Business,3215.95766854366
Lion Air,2024-07-23,2024-10-14,83.0,Surabaya,Balikpapan,1.5,Economy,1575.342881811162
Batik Air,2023-04-09,2023-06-11,63.0,Yogyakarta,Medan,3.8,Economy,549.119101144378
Lion Air,2023-10-07,2023-12-11,65.0,Yogyakarta,Jakarta,1.2,Economy,779.4262452688149
Lion Air,2024-07-30,2024-10-18,80.0,Yogyakarta,Jakarta,1.3,Business,1362.6921426809943
Garuda Indonesia,2024-12-29,2025-02-01,34.0,Medan,Surabaya,3.6,Economy,1027.2683590590555
Sriwijaya Air,2023-07-21,2023-10-04,75.0,Jakarta,Denpasar,1.9,Economy,1192.7750462686404
Batik Air,2024-10-14,2024-10-20,6.0,Jakarta,Makassar,2.4,Economy,2314.1266166904857
Citilink,2024-09-14,2024-10-19,35.0,Medan,Surabaya,3.6,Economy,657.635708984314
Sriwijaya Air,2023-10-08,2023-12-27,80.0,Jakarta,Makassar,2.4,Economy,1718.0395421774715
Sriwijaya Air,2023-09-27,2023-11-19,53.0,Denpasar,Surabaya,1.0,Economy,748.9792603004213
AirAsia,2023-09-14,2023-10-10,26.0,Yogyakarta,Denpasar,1.1,Business,5338.15181649168
Lion Air,2023-03-28,2023-06-09,73.0,Balikpapan,Makassar,1.1,Business,1842.8418679332913
Garuda Indonesia,2024-02-11,2024-04-27,76.0,Makassar,Denpasar,1.3,Economy,1599.6087969714213
Lion Air,2024-03-04,2024-05-21,78.0,Makassar,Denpasar,1.2,Economy,1198.8906629392868
AirAsia,2024-07-26,2024-09-12,48.0,Denpasar,Makassar,1.1,Economy,1712.6957949323585
AirAsia,2023-01-07,2023-03-31,83.0,Jakarta,Balikpapan,2.1,Economy,729.9530968720393
AirAsia,2024-12-19,2025-01-28,40.0,Jakarta,Makassar,2.6,Economy,667.4815068303067
Batik Air,2023-12-04,2024-01-13,40.0,Makassar,Yogyakarta,2.1,Business,2243.857880402445
Sriwijaya Air,2024-08-05,2024-10-06,62.0,Jakarta,Balikpapan,2.0,Economy,1906.9651154155035
Batik Air,2023-07-14,2023-07-20,6.0,Makassar,Balikpapan,1.1,Economy,1802.8474899695918
Lion Air,2023-02-15,2023-05-04,78.0,Denpasar,Balikpapan,1.5,Economy,936.5886984338221
Lion Air,2024-07-14,2024-08-27,44.0,Balikpapan,Yogyakarta,2.2,Business,3045.923848416853
Citilink,2023-01-19,2023-02-26,38.0,Makassar,Balikpapan,0.8,Business,3729.087832042658
Garuda Indonesia,2024-08-18,2024-08-30,12.0,Denpasar,Balikpapan,1.6,Economy,1259.9419203032792
AirAsia,2024-08-27,2024-11-01,66.0,Balikpapan,Medan,3.6,Economy,1469.6270313987848
Sriwijaya Air,2024-06-24,2024-09-02,70.0,Jakarta,Balikpapan,2.1,Business,3612.1328982860105
Garuda Indonesia,2023-03-20,2023-06-01,73.0,Jakarta,Yogyakarta,1.2,Business,2838.6556918455212
Sriwijaya Air,2024-12-29,2025-03-07,68.0,Makassar,Yogyakarta,2.2,Economy,1043.7122309094548
Citilink,2023-10-31,2023-11-23,23.0,Jakarta,Denpasar,1.8,Business,2237.0667756550424
AirAsia,2024-10-31,2025-01-05,66.0,Balikpapan,Medan,3.5,Economy,1747.454878527305
Citilink,2024-02-17,2024-05-12,85.0,Denpasar,Jakarta,1.8,Economy,680.8244860193629
Lion Air,2024-10-08,2024-11-02,25.0,Jakarta,Medan,2.1,Economy,1009.2033554638328
Batik Air,2024-11-28,2024-12-07,9.0,Makassar,Medan,4.2,Economy,2286.0194449829614
Batik Air,2024-01-02,2024-02-07,36.0,Yogyakarta,Balikpapan,2.2,Business,1855.2893445986845
Garuda Indonesia,2023-09-06,2023-10-30,54.0,Balikpapan,Denpasar,1.3,Economy,1751.3059710066195
Garuda Indonesia,2023-11-02,2024-01-04,63.0,Balikpapan,Denpasar,1.5,Economy,1490.365102286159
Lion Air,2023-06-17,2023-09-02,77.0,Jakarta,Medan,2.1,Economy,1212.2781265378576
Sriwijaya Air,2023-11-04,2023-11-29,25.0,Denpasar,Jakarta,1.8,Economy,1400.8164573106287
Batik Air,2023-05-27,2023-07-09,43.0,Denpasar,Surabaya,1.0,Business,5020.10738409287
Citilink,2024-09-20,2024-09-28,8.0,Balikpapan,Medan,3.5,Economy,2288.8312165834227
Sriwijaya Air,2023-02-21,2023-04-21,59.0,Makassar,Yogyakarta,1.9,Economy,1375.1877838775674
AirAsia,2024-03-10,2024-04-09,30.0,Medan,Jakarta,2.2,Economy,1904.6777876515873
AirAsia,2024-01-27,2024-03-02,,Medan,Yogyakarta,3.9,Economy,1363.2600037745667
Sriwijaya Air,2023-08-08,2023-10-25,78.0,Denpasar,Medan,4.2,Economy,517.9028160695696
Batik Air,2023-09-24,2023-11-16,53.0,Jakarta,Surabaya,1.5,Economy,1595.1107526974786
Lion Air,2024-08-24,2024-10-11,48.0,Makassar,Surabaya,1.5,Economy,1751.6236763146446
Lion Air,2024-08-13,2024-10-24,72.0,Balikpapan,Jakarta,2.1,Economy,1568.5942809805877
Batik Air,2023-11-18,2023-12-09,21.0,Yogyakarta,Makassar,2.0,Economy,7276.235637718766
Sriwijaya Air,2023-06-20,2023-08-14,55.0,Denpasar,Makassar,1.2,Economy,697.7108040671292
Citilink,2023-06-12,2023-09-02,82.0,Yogyakarta,Surabaya,0.8,Economy,1501.8046133989492
Garuda Indonesia,2024-11-03,2025-01-24,,Yogyakarta,Balikpapan,2.3,Economy,948.5082174645026
Garuda Indonesia,2023-08-10,2023-09-10,31.0,Jakarta,Balikpapan,2.0,Business,3715.5407502707912
Citilink,2024-01-04,2024-01-13,9.0,Balikpapan,Makassar,0.8,Economy,923.8095120921262
Lion Air,2024-12-26,2025-01-15,,Medan,Surabaya,3.4,Business,5729.576415987071
Garuda Indonesia,2024-08-09,2024-10-25,77.0,Yogyakarta,Balikpapan,2.0,Economy,911.6820195729583
Citilink,2023-05-28,2023-06-13,16.0,Denpasar,Makassar,1.0,Business,4841.7347443974095
Batik Air,2023-09-17,2023-09-19,2.0,Yogyakarta,Makassar,1.9,Economy,1826.4190201945398
Garuda Indonesia,2023-02-06,2023-02-11,5.0,Balikpapan,Yogyakarta,2.4,Economy,2417.6427548690062
Batik Air,2024-01-03,2024-02-28,56.0,Jakarta,Denpasar,1.9,Business,4470.435486655
Garuda Indonesia,2024-04-01,2024-06-17,77.0,Denpasar,Jakarta,1.9,Economy,1452.0030522345373
Citilink,2024-06-04,2024-07-14,40.0,Medan,Jakarta,2.1,Economy,4200.550116547366
Batik Air,2023-02-19,2023-04-11,51.0,Jakarta,Denpasar,1.7,Economy,1189.0231561099458
AirAsia,2023-06-04,2023-06-10,6.0,Balikpapan,Yogyakarta,2.1,Economy,1467.9515323483245
Garuda Indonesia,2023-06-23,2023-07-24,31.0,Surabaya,Makassar,1.3,Business,2879.307923019727
Batik Air,2024-07-31,2024-10-09,70.0,Makassar,Denpasar,1.3,Business,3151.1857479536034
Citilink,2023-11-14,2023-11-15,1.0,Surabaya,Balikpapan,1.5,Economy,1142.6506569252608
AirAsia,2024-03-01,2024-03-29,28.0,Jakarta,Surabaya,1.7,Economy,1093.4819032689254
Sriwijaya Air,2023-07-20,2023-10-08,80.0,Medan,Yogyakarta,4.0,Economy,1042.7621793023832
Batik Air,2023-12-15,2024-01-31,47.0,Balikpapan,Makassar,0.9,Business,4796.44954892114
Garuda Indonesia,2023-03-18,2023-04-21,34.0,Jakarta,Makassar,2.6,Economy,1695.575920359367
Lion Air,2024-08-03,2024-10-29,87.0,Balikpapan,Yogyakarta,2.2,Economy,564.1736248696741
Lion Air,2023-07-14,2023-09-25,73.0,Yogyakarta,Denpasar,1.1,Economy,1395.876572496292
Batik Air,2023-01-04,2023-01-23,19.0,Medan,Jakarta,2.4,Economy,1744.8924162524975
AirAsia,2024-12-27,2025-01-14,18.0,Yogyakarta,Surabaya,0.9,Economy,1420.9557546430808
Citilink,2024-10-27,2024-11-15,19.0,Denpasar,Medan,4.2,Economy,2350.5591747080043
Batik Air,2023-11-05,2023-12-21,46.0,Denpasar,Yogyakarta,1.4,Economy,1967.5110218268876
Citilink,2023-03-13,2023-04-01,19.0,Balikpapan,Makassar,1.0,Economy,1895.0978632848082
Sriwijaya Air,2024-06-22,2024-08-21,60.0,Balikpapan,Denpasar,1.4,Business,2017.5178359714132
Batik Air,2024-10-21,2024-12-21,61.0,Balikpapan,Yogyakarta,2.3,Business,2510.19768690656
AirAsia,2024-07-01,2024-09-21,,Denpasar,Jakarta,1.8,Economy,1427.093538643247
Batik Air,2024-01-12,2024-04-08,87.0,Balikpapan,Jakarta,2.1,Economy,1182.689839520093
Sriwijaya Air,2024-07-23,2024-09-08,47.0,Jakarta,Balikpapan,1.8,Economy,761.6923537141109
Garuda Indonesia,2023-04-28,2023-07-26,89.0,Jakarta,Denpasar,1.6,Economy,1263.6512264467399
Sriwijaya Air,2023-07-24,2023-08-12,19.0,Makassar,Surabaya,1.4,Economy,2056.3261219860524
Citilink,2024-12-14,2025-01-22,39.0,Medan,Yogyakarta,3.8,Economy,1581.9390130273455
Lion Air,2024-12-11,2025-01-19,39.0,Yogyakarta,Jakarta,1.4,Economy,1397.3655908669884
Lion Air,2023-12-15,2023-12-29,14.0,Medan,Yogyakarta,3.8,Economy,2440.2362335768444
Citilink,2024-08-01,2024-10-02,62.0,Jakarta,Surabaya,1.6,Economy,1454.3220825022588
Garuda Indonesia,2024-08-26,2024-09-01,6.0,Surabaya,Yogyakarta,1.1,Economy,1996.196789528282
Sriwijaya Air,2023-08-02,2023-09-29,58.0,Surabaya,Balikpapan,1.5,Economy,4550.521854228923
Citilink,2023-01-23,2023-04-21,,Medan,Yogyakarta,3.8,Economy,594.2192360190895
Lion Air,2023-04-02,2023-05-22,50.0,Makassar,Medan,4.2,Economy,1721.2735825671577
Batik Air,2024-12-28,2025-01-09,12.0,Surabaya,Medan,3.4,Economy,1558.7505145360126
Lion Air,2024-03-01,2024-03-30,29.0,Jakarta,Surabaya,1.7,Business,2579.0039177383005
AirAsia,2023-06-06,2023-09-01,87.0,Jakarta,Surabaya,1.4,Economy,580.1706020676274
Citilink,2023-09-22,2023-12-16,85.0,Jakarta,Surabaya,1.3,Economy,1348.5273464472539
Citilink,2024-04-23,2024-05-20,27.0,Jakarta,Makassar,2.6,Economy,1579.489944682062
Garuda Indonesia,2024-11-27,2025-02-22,87.0,Medan,Balikpapan,3.3,Economy,1000.1044109160118
Batik Air,2023-11-18,2024-02-10,84.0,Surabaya,Balikpapan,1.5,Economy,964.1202789846577
AirAsia,2023-02-12,2023-04-18,65.0,Jakarta,Surabaya,1.6,Economy,1638.975495387619
Garuda Indonesia,2023-04-12,2023-05-24,42.0,Surabaya,Makassar,1.4,Economy,1985.5222142944276
Lion Air,2023-01-21,2023-03-29,67.0,Balikpapan,Surabaya,1.3,Economy,676.88712523469
Citilink,2024-12-25,2025-02-22,59.0,Yogyakarta,Balikpapan,2.2,Economy,1781.885933682599
Batik Air,2024-10-12,2024-11-24,43.0,Medan,Yogyakarta,3.8,Economy,1916.8752582776108
Lion Air,2023-01-03,2023-03-21,77.0,Balikpapan,Jakarta,1.9,Economy,4560.583981983839
AirAsia,2023-08-08,2023-09-29,52.0,Yogyakarta,Denpasar,1.3,Economy,910.6093338723517
Garuda Indonesia,2024-03-26,2024-06-07,73.0,Denpasar,Makassar,1.4,Business,3225.041859124619
Sriwijaya Air,2024-11-03,2025-01-27,85.0,Makassar,Medan,3.9,Economy,3923.7804392309135
Citilink,2024-02-28,2024-04-05,37.0,Denpasar,Makassar,1.2,Economy,2112.1418368973686
Citilink,2023-08-24,2023-11-11,79.0,Balikpapan,Denpasar,1.3,Economy,914.6798351226463
Batik Air,2023-06-24,2023-08-23,60.0,Balikpapan,Medan,3.6,Economy,1819.1967154973747
Citilink,2024-09-14,2024-11-28,75.0,Denpasar,Medan,4.4,Economy,1768.0768557556428
AirAsia,2023-08-08,2023-08-14,6.0,Yogyakarta,Denpasar,1.2,Economy,2088.534980662341
Sriwijaya Air,2024-03-10,2024-04-23,44.0,Denpasar,Jakarta,1.7,Economy,1417.2560744713412
Garuda Indonesia,2023-05-29,2023-08-14,77.0,Jakarta,Denpasar,1.9,Economy,598.6384397191434
Batik Air,2023-01-12,2023-02-19,38.0,Denpasar,Surabaya,0.9,Economy,994.3993742010522
AirAsia,2023-05-05,2023-06-05,31.0,Denpasar,Balikpapan,1.5,Economy,6214.703521782561
AirAsia,2023-05-02,2023-05-26,24.0,Makassar,Surabaya,1.7,Business,4708.28266219698
Sriwijaya Air,2024-12-21,2024-12-27,6.0,Balikpapan,Yogyakarta,2.3,Economy,910.3632913074163
Batik Air,2023-08-15,2023-11-09,86.0,Jakarta,Yogyakarta,1.1,Business,2588.6198075832312
Garuda Indonesia,2023-03-15,2023-05-16,62.0,Medan,Surabaya,3.7,Economy,1258.588165053208
Lion Air,2023-02-05,2023-03-06,29.0,Balikpapan,Makassar,0.9,Economy,2152.7743641657007
Batik Air,2023-06-06,2023-07-25,49.0,Makassar,Jakarta,2.4,Business,3194.4707196441927
Batik Air,2024-08-14,2024-10-28,75.0,Medan,Denpasar,4.4,Economy,797.7511123615175
Citilink,2024-02-12,2024-03-10,27.0,Jakarta,Balikpapan,2.0,Economy,2471.9716726227525
AirAsia,2023-04-07,2023-04-16,9.0,Jakarta,Makassar,2.6,Economy,2539.070050800985
Lion Air,2024-04-27,2024-05-15,18.0,Yogyakarta,Balikpapan,2.2,Economy,2182.1377184511466
Garuda Indonesia,2024-02-15,2024-03-01,15.0,Makassar,Denpasar,1.2,Economy,1387.090658630484
AirAsia,2023-02-22,2023-04-13,50.0,Yogyakarta,Balikpapan,2.3,Economy,1016.2858499325508
Garuda Indonesia,2023-04-24,2023-04-29,5.0,Medan,Denpasar,4.1,Business,2527.159727700084
Batik Air,2023-10-11,2024-01-05,86.0,Makassar,Denpasar,1.0,Business,1228.497198236862
Citilink,2023-01-13,2023-03-28,74.0,Denpasar,Yogyakarta,1.1,Economy,962.193149833083
AirAsia,2024-07-12,2024-09-03,53.0,Makassar,Surabaya,1.4,Economy,871.9641473539987
Garuda Indonesia,2023-09-28,2023-12-25,88.0,Denpasar,Medan,4.1,Economy,1326.1697199721868
Sriwijaya Air,2024-05-01,2024-05-08,7.0,Denpasar,Surabaya,1.2,Economy,1987.1184428872932
Sriwijaya Air,2023-04-29,2023-07-17,79.0,Balikpapan,Jakarta,2.0,Economy,657.612216968596
Citilink,2023-03-03,2023-03-14,11.0,Denpasar,Makassar,1.0,Economy,1049.621611116079
AirAsia,2024-08-05,2024-09-16,42.0,Yogyakarta,Makassar,1.8,Economy,2043.6381299882164
Garuda Indonesia,2024-03-28,2024-06-05,69.0,Makassar,Surabaya,1.4,Economy,1672.0008830280667
Batik Air,2023-10-04,2023-10-31,27.0,Balikpapan,Denpasar,1.4,Economy,1987.4383447897037
Lion Air,2023-11-01,2023-12-23,52.0,Denpasar,Yogyakarta,1.2,Economy,867.6569587618544
Lion Air,2024-01-28,2024-03-10,42.0,Denpasar,Medan,4.2,Economy,1265.2137498266425
Garuda Indonesia,2023-07-04,2023-09-21,79.0,Surabaya,Jakarta,1.3,Economy,575.809053345847
Lion Air,2024-09-20,2024-11-11,52.0,Balikpapan,Denpasar,1.5,Economy,601.794227090401
Garuda Indonesia,2023-12-04,2024-01-04,31.0,Jakarta,Denpasar,1.7,Business,2854.0094933678383
AirAsia,2023-07-26,2023-09-22,58.0,Balikpapan,Jakarta,2.1,Economy,1535.8200388710768
Lion Air,2024-01-13,2024-02-19,37.0,Balikpapan,Medan,3.7,Economy,1650.4228386879497
Batik Air,2024-12-29,2025-02-01,34.0,Balikpapan,Surabaya,1.6,Business,4195.538214351163
Batik Air,2023-11-04,2023-12-18,44.0,Yogyakarta,Jakarta,1.0,Economy,1458.0480241187217
Lion Air,2023-02-19,2023-04-18,58.0,Medan,Yogyakarta,3.9,Economy,1243.2982227464865
Sriwijaya Air,2023-06-21,2023-08-22,62.0,Surabaya,Balikpapan,1.3,Business,3548.4948217974907
AirAsia,2023-09-29,2023-10-06,7.0,Makassar,Denpasar,1.2,Economy,3110.0453155895875
Garuda Indonesia,2023-05-17,2023-06-14,28.0,Yogyakarta,Balikpapan,2.4,Economy,2219.146192601332
Garuda Indonesia,2024-11-09,2025-01-15,67.0,Balikpapan,Medan,3.3,Economy,809.3684975180093
Lion Air,2023-03-04,2023-03-14,10.0,Denpasar,Medan,4.3,Business,5410.9394604441495
AirAsia,2023-02-11,2023-05-05,83.0,Denpasar,Yogyakarta,1.1,Business,2601.9049853652277
Lion Air,2023-07-15,2023-09-27,74.0,Balikpapan,Jakarta,2.2,Economy,1179.0126802077475
Citilink,2023-07-08,2023-08-23,46.0,Medan,Balikpapan,3.4,Economy,2251.300109405019
Batik Air,2023-04-14,2023-07-08,85.0,Surabaya,Makassar,1.4,Economy,4120.334388657478
AirAsia,2023-03-08,2023-04-03,26.0,Jakarta,Surabaya,1.3,Economy,1036.8538778543602
Garuda Indonesia,2023-12-02,2024-01-24,53.0,Makassar,Medan,3.9,Economy,1582.402749476754
Garuda Indonesia,2024-01-03,2024-01-20,17.0,Jakarta,Balikpapan,2.0,Business,4218.082661523413
Batik Air,2023-08-24,2023-10-04,41.0,Surabaya,Makassar,1.6,Business,2091.8054294274107
Sriwijaya Air,2024-01-13,2024-02-13,,Makassar,Denpasar,1.4,Economy,1214.6775959741426
Batik Air,2024-05-16,2024-07-24,69.0,Medan,Balikpapan,3.7,Business,4105.5329890762705
Citilink,2023-11-05,2023-12-29,54.0,Balikpapan,Yogyakarta,2.1,Economy,806.7970019603882
AirAsia,2024-10-05,2024-10-10,5.0,Jakarta,Makassar,2.6,Economy,1293.6009247014085
Sriwijaya Air,2023-09-13,2023-12-09,87.0,Medan,Yogyakarta,3.7,Economy,1489.952291704282
Batik Air,2024-03-16,2024-05-16,61.0,Makassar,Yogyakarta,2.2,Economy,976.1951119768958
Garuda Indonesia,2023-01-27,2023-03-31,63.0,Surabaya,Medan,3.3,Economy,687.5730667133915
Batik Air,2023-12-26,2023-12-30,4.0,Jakarta,Denpasar,1.8,Economy,2379.2982850280514
Garuda Indonesia,2023-08-12,2023-11-06,86.0,Yogyakarta,Makassar,2.0,Economy,870.7548470537932
Citilink,2024-05-03,2024-07-11,69.0,Jakarta,Surabaya,1.6,Business,4149.309730611469
Citilink,2024-05-24,2024-06-05,12.0,Makassar,Balikpapan,1.0,Economy,2506.82082720587
Garuda Indonesia,2024-12-08,2025-02-05,59.0,Balikpapan,Denpasar,1.6,Economy,1074.1678599327308
Garuda Indonesia,2023-06-27,2023-09-18,83.0,Yogyakarta,Surabaya,1.0,Economy,1361.2513957242136
Lion Air,2024-07-27,2024-09-18,53.0,Balikpapan,Denpasar,1.4,Economy,978.5223884043681
Lion Air,2024-06-25,2024-08-20,56.0,Surabaya,Jakarta,1.7,Business,2825.633327243887
Batik Air,2023-01-07,2023-03-20,72.0,Jakarta,Medan,,Economy,1280.2302865824788
Lion Air,2023-02-21,2023-05-12,80.0,Denpasar,Surabaya,0.8,Economy,1385.066684692914
Batik Air,2024-11-15,2024-12-29,44.0,Yogyakarta,Balikpapan,2.1,Economy,1196.3059307705335
Citilink,2024-02-16,2024-02-23,7.0,Makassar,Jakarta,2.5,Economy,1617.1338211367415
Batik Air,2023-03-02,2023-04-17,46.0,Surabaya,Denpasar,1.0,Economy,964.1473593079221
Citilink,2024-09-02,2024-09-20,18.0,Balikpapan,Denpasar,1.3,Business,4011.768572319442
Lion Air,2023-04-29,2023-06-01,33.0,Jakarta,Surabaya,1.3,Business,2384.4849770301003
AirAsia,2024-11-27,2024-12-29,32.0,Balikpapan,Jakarta,1.8,Economy,1116.7485028352626
Batik Air,2023-04-11,2023-06-21,71.0,Surabaya,Denpasar,1.0,Business,2707.7322538112535
Batik Air,2023-07-19,2023-10-09,82.0,Makassar,Jakarta,2.6,Economy,1035.2596183756516
Citilink,2024-08-27,2024-10-02,36.0,Surabaya,Makassar,1.6,Business,3001.164901322586
AirAsia,2024-08-18,2024-09-20,33.0,Medan,Jakarta,2.2,Economy,1208.0833841376052
Citilink,2023-05-24,2023-06-21,28.0,Jakarta,Makassar,2.4,Economy,1685.2616757403264
Lion Air,2024-03-01,2024-04-18,48.0,Medan,Makassar,3.8,Economy,1560.3912588299743
Batik Air,2023-04-02,2023-05-04,32.0,Jakarta,Balikpapan,2.1,Economy,1618.9188552529001
Sriwijaya Air,2023-04-06,2023-04-21,15.0,Balikpapan,Surabaya,1.3,Economy,2414.635936058119
Garuda Indonesia,2023-11-12,2023-11-27,15.0,Medan,Makassar,3.9,Economy,1015.0054449914181
Lion Air,2023-07-29,2023-10-20,83.0,Balikpapan,Surabaya,1.4,Business,2609.638817557326
Sriwijaya Air,2024-02-21,2024-04-29,68.0,Denpasar,Surabaya,1.0,Economy,773.7727054805148
Batik Air,2023-08-12,2023-09-06,25.0,Yogyakarta,Medan,3.9,Economy,1219.869937088258
Garuda Indonesia,2023-04-20,2023-06-24,65.0,Yogyakarta,Balikpapan,2.2,Business,1429.635316365133
Lion Air,2024-10-14,2024-12-04,51.0,Denpasar,Makassar,1.2,Economy,1167.7437068955692
Batik Air,2024-02-03,2024-03-27,53.0,Balikpapan,Denpasar,1.5,Economy,1379.5490666240546
Citilink,2023-03-20,2023-05-24,65.0,Surabaya,Medan,3.3,Economy,1303.388281473001
Sriwijaya Air,2023-11-27,2023-11-28,1.0,Medan,Balikpapan,3.4,Economy,1021.9319390952156
Lion Air,2024-04-17,2024-04-22,5.0,Jakarta,Makassar,2.6,Economy,2299.676935940901
Garuda Indonesia,2024-11-21,2025-02-10,81.0,Jakarta,Surabaya,1.6,Economy,999.2397190258088
Sriwijaya Air,2023-08-16,2023-11-06,82.0,Surabaya,Yogyakarta,1.2,Economy,961.0206737861827
Batik Air,2024-04-22,2024-06-15,54.0,Makassar,Surabaya,1.4,Economy,3508.6246485664938
AirAsia,2024-12-24,2025-01-28,35.0,Makassar,Balikpapan,1.1,Economy,1141.5064509004942
AirAsia,2023-03-17,2023-04-18,32.0,Balikpapan,Makassar,0.8,Economy,1710.6282185323867
Citilink,2023-12-13,2024-03-04,82.0,Jakarta,Surabaya,1.4,Business,2990.1579721612284
Batik Air,2023-03-14,2023-06-08,86.0,Makassar,Medan,3.8,Economy,3220.268348207081
Garuda Indonesia,2023-05-07,2023-06-28,52.0,Jakarta,Yogyakarta,1.1,Economy,1304.869372803973
Lion Air,2023-09-14,2023-09-27,13.0,Makassar,Yogyakarta,2.1,Economy,1284.2371097077428
Citilink,2024-03-01,2024-03-02,1.0,Jakarta,Balikpapan,2.1,Economy,1522.625615065222
Sriwijaya Air,2023-02-12,2023-03-25,41.0,Jakarta,Yogyakarta,1.4,Business,3720.9422366166714
Batik Air,2024-02-29,2024-03-01,1.0,Balikpapan,Denpasar,1.3,Economy,1332.565653906864
Batik Air,2023-01-23,2023-03-28,64.0,Yogyakarta,Balikpapan,2.2,Economy,641.5927854545449
AirAsia,2024-09-20,2024-10-17,27.0,Surabaya,Makassar,1.6,Economy,763.4693658224871
Citilink,2023-02-10,2023-02-23,13.0,Balikpapan,Jakarta,2.2,Economy,1781.7961560093047
Lion Air,2023-04-05,2023-06-12,68.0,Balikpapan,Medan,3.4,Economy,1495.8575768485643
Batik Air,2023-05-01,2023-07-20,80.0,Balikpapan,Jakarta,2.1,Economy,1053.375269700768
Batik Air,2023-11-18,2023-12-16,28.0,Makassar,Jakarta,2.6,Business,4046.511787885253
Sriwijaya Air,2023-04-16,2023-06-30,75.0,Jakarta,Surabaya,1.7,Economy,1069.475621074454
Lion Air,2024-02-05,2024-04-12,67.0,Jakarta,Yogyakarta,1.2,Economy,891.5541463307917
